price,id,fuel_type,model,mileage,registration,country,zip,transmission,power,post_url
29900,9c6d2c68-2572-440f-98b8-304f18675035,b,t-roc,47564,05-2019,nl,6651 GP,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-150pk-dsg-sport-business-r-line-digitaal-benzine-zwart-9c6d2c68-2572-440f-98b8-304f18675035
21445,b111632a-0241-4219-9827-a8beaa8fea80,b,t-roc,101658,07-2018,nl,8024 PC,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-pano-virtual-led-18-lm-benzine-blauw-b111632a-0241-4219-9827-a8beaa8fea80
20945,3687d1ce-144d-4ec5-bafe-e26585d6538a,b,t-roc,83912,02-2019,nl,4698 PT,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-style-panoramadak-virtual-cockpit-ap-benzine-wit-3687d1ce-144d-4ec5-bafe-e26585d6538a
21950,f7f2daf4-ca0d-42fb-8a68-4932938a9bdc,b,t-roc,33331,09-2019,nl,5296 NR,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-sport-benzine-grijs-f7f2daf4-ca0d-42fb-8a68-4932938a9bdc
22950,272ed338-6095-4d4b-adeb-4a339506a085,b,t-roc,114000,01-2020,nl,2751ET,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-benzine-wit-272ed338-6095-4d4b-adeb-4a339506a085
23488,38308bc8-1a7d-46d6-8dff-64024d6ba24d,b,t-roc,69609,05-2021,nl,5374 EB,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-united-benzine-38308bc8-1a7d-46d6-8dff-64024d6ba24d
27750,ca4ca814-77db-4d01-ac70-0962c97e3533,b,t-roc,82156,02-2019,nl,1822 BS,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-r-line-pano-led-trekhaak-benzine-grijs-ca4ca814-77db-4d01-ac70-0962c97e3533
19475,d8f33546-a40f-4dcf-883f-52d706691ba8,b,t-roc,174123,08-2018,nl,3545 NA,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-style-automaat-virtual-cockpit-carpl-benzine-wit-d8f33546-a40f-4dcf-883f-52d706691ba8
22750,5f35dcc3-daa0-4c6a-8eec-1f27f7d8676f,b,t-roc,106000,05-2019,nl,8226RE,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-bnsr-benzine-wit-5f35dcc3-daa0-4c6a-8eec-1f27f7d8676f
21000,a8a3dbc5-d960-4625-93ac-cb67fac42a3c,b,t-roc,107000,08-2018,nl,5298 CG,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-benzine-blauw-a8a3dbc5-d960-4625-93ac-cb67fac42a3c
27950,884ab12e-a61f-4651-9b19-fdfb7633cb96,b,t-roc,38905,10-2019,nl,3161 GJ,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-business-2x-r-line-dsg-2xr-line-navi-benzine-zwart-884ab12e-a61f-4651-9b19-fdfb7633cb96
33450,f085949a-8339-4c1f-b68b-656afbf14938,b,t-roc,38805,04-2020,nl,5324 AE,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-highline-r-line-blackstyle-pano-beats-led-benzine-grijs-f085949a-8339-4c1f-b68b-656afbf14938
20740,1679719c-148b-474e-bd1f-9b862db28ff8,b,t-roc,48261,12-2019,nl,4661 TZ,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-115pk-style-navigatie-acc-camera-clima-benzine-wit-1679719c-148b-474e-bd1f-9b862db28ff8
25950,19260afd-b5c2-4446-b898-4db7732459e1,b,t-roc,50685,11-2019,nl,7491 DA,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-automaat-geen-afl-kosten-benzine-grijs-19260afd-b5c2-4446-b898-4db7732459e1
27990,e67cb7ed-8332-41b3-a505-335a238a3c33,b,t-roc,71952,11-2019,nl,1742 LD,Automatisch,140 kW (190 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-sport-business-r-benzine-wit-e67cb7ed-8332-41b3-a505-335a238a3c33
28950,a87d1f64-304e-456a-bb82-74da0b1a1051,b,t-roc,22727,03-2023,nl,3316 GN,Handgeschakeld,81 kW (110 PK),/aanbod/volkswagen-t-roc-1-0-tsi-r-line-massage-stoel-camera-carplay-benzine-zwart-a87d1f64-304e-456a-bb82-74da0b1a1051
25500,41529f2a-d84e-43ec-ac68-24942d3946fb,b,t-roc,76000,11-2019,nl,7701HK,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-iq-drive-benzine-zwart-41529f2a-d84e-43ec-ac68-24942d3946fb
21950,43c053d8-545d-45e5-b2b4-90b62e342d18,b,t-roc,74688,02-2019,nl,4661 PZ,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-style-cruise-visueel-cockpit-clima-benzine-grijs-43c053d8-545d-45e5-b2b4-90b62e342d18
29499,40ebf4d9-bfb1-440f-9925-bb4f17d38f77,b,t-roc,26014,04-2022,nl,7333 PB,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-style-adaptive-cruis-control-climate-c-benzine-wit-40ebf4d9-bfb1-440f-9925-bb4f17d38f77
16500,8b5f3b72-c31a-4d56-b4ee-0bea06a6f843,b,t-roc,123192,03-2018,nl,6512 DB,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-airco-stoelverw-trekhaak-benzine-wit-8b5f3b72-c31a-4d56-b4ee-0bea06a6f843
24945,d516ad05-6744-4d54-8a58-c35e3de312a7,b,t-roc,88203,06-2018,nl,5626 DK,Automatisch,140 kW (190 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-sport-full-led-pdc-navi-benzine-zwart-d516ad05-6744-4d54-8a58-c35e3de312a7
28450,adc3a0a0-92e8-4980-b839-e195d2713823,b,t-roc,16575,09-2020,nl,7556 GZ,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-adap-cruise-camera-virt-lage-km-benzine-grijs-adc3a0a0-92e8-4980-b839-e195d2713823
22850,08d4dda8-b758-48cc-9b08-ad781b2fcf7f,b,t-roc,102932,10-2019,nl,3433 NP,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-150pk-style-business-dsg-navigatie-pdc-benzine-grijs-08d4dda8-b758-48cc-9b08-ad781b2fcf7f
18950,d6d59b05-cdcb-4e02-9adf-2a2e26c74f7d,b,t-roc,127142,02-2018,nl,9101 PW,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-style-trekhaak-clima-adapt-cruise-b-benzine-wit-d6d59b05-cdcb-4e02-9adf-2a2e26c74f7d
21900,f9a82b31-e0aa-4678-9cff-c5457c6769cb,b,t-roc,87833,07-2019,nl,4704 RK,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-style-150pk-7-dsg-climate-adaptive-cru-benzine-wit-f9a82b31-e0aa-4678-9cff-c5457c6769cb
26750,3b001f6c-84cb-4e49-aa88-5c427dde9e62,b,t-roc,99980,02-2019,nl,7005 AG,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-r-line-automaat-navigatie-adap-benzine-bruin-3b001f6c-84cb-4e49-aa88-5c427dde9e62
22900,131c3be6-68cc-4e29-abcd-0eb5ad7dfee7,b,t-roc,118060,06-2019,nl,6842 BE,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-style-trekhaak-led-stoelverwarming-benzine-grijs-131c3be6-68cc-4e29-abcd-0eb5ad7dfee7
32900,41bc1d7f-77f8-45d6-a5d9-075b51097d69,b,t-roc,48618,02-2021,nl,3641 SL,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-business-r-benzine-grijs-41bc1d7f-77f8-45d6-a5d9-075b51097d69
27890,f1db9159-8671-4bc0-8b32-03583b908e92,b,t-roc,40879,10-2020,nl,8445 PE,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-automaat-1-5-tsi-150-pk-united-dsg-navigatie-s-benzine-zwart-f1db9159-8671-4bc0-8b32-03583b908e92
29890,04582be5-6d04-4c1a-af1a-095826b1063c,b,t-roc,10630,12-2021,nl,5811 AL,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-active-carplay-camera-benzine-grijs-04582be5-6d04-4c1a-af1a-095826b1063c
27950,229a5fab-e2ca-4dc4-925d-2556b4c8463a,b,t-roc,68554,11-2020,nl,3881 BC,Half/Semi-automaat,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-150-pk-automaat-benzine-grijs-229a5fab-e2ca-4dc4-925d-2556b4c8463a
25740,0b01aa83-613d-4243-984c-aff1ec9304c3,b,t-roc,49034,05-2019,nl,2921 LL,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5tsi-150pk-r-line--navigatie--led--parkeersen-benzine-grijs-0b01aa83-613d-4243-984c-aff1ec9304c3
26000,2ce1b232-e032-4716-a739-ce43380353f5,b,t-roc,78000,01-2018,nl,4105,Automatisch,140 kW (190 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-dsg-sport-benzine-grijs-2ce1b232-e032-4716-a739-ce43380353f5
21900,fa604917-7216-4900-919b-6fa58754b4ae,b,t-roc,91645,07-2019,nl,8444 DC,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-style-business-virtual-cockpit-carplay-benzine-grijs-fa604917-7216-4900-919b-6fa58754b4ae
31950,1613028c-20b3-44ec-9a74-6bfd0d5b1ec0,b,t-roc,62289,05-2019,nl,5664 EM,Automatisch,140 kW (190 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-r-line-dsg-190pk-panoramadak-spor-benzine-grijs-1613028c-20b3-44ec-9a74-6bfd0d5b1ec0
28800,55684faf-718a-4c6a-a705-b74896900c90,b,t-roc,59486,01-2019,nl,9201 CH,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-r-line-150pk-dsg-navigatie-led-camer-benzine-zwart-55684faf-718a-4c6a-a705-b74896900c90
26800,2d00bd05-d7a3-45dc-af1c-046552eec752,b,t-roc,97800,08-2018,nl,5674 TE,Automatisch,140 kW (190 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-3x-r-line-f1-190-pk-acc-navi-le-benzine-grijs-2d00bd05-d7a3-45dc-af1c-046552eec752
36750,9dec762c-4f8c-48b4-b6d0-f89375b69d36,b,t-roc,16505,04-2020,nl,1322 AS,Automatisch,221 kW (300 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-r-lane-acc-virtual-benzine-blauw-9dec762c-4f8c-48b4-b6d0-f89375b69d36
24450,af49e00c-c9e6-4051-9cca-243c84bb7a90,b,t-roc,82418,04-2018,nl,7831 CC,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-navi-xenon-clima-adapt-cruise-automa-benzine-grijs-af49e00c-c9e6-4051-9cca-243c84bb7a90
26900,ec8a8b35-1eff-4b8e-9d41-e1ec41e26d10,b,t-roc,64230,12-2019,nl,8304 AP,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-150pk-dsg-trekhaak-achteruitrijcame-benzine-zwart-ec8a8b35-1eff-4b8e-9d41-e1ec41e26d10
35500,168885bc-cbc5-409a-9328-2c2297b8db61,b,t-roc,50000,06-2020,nl,3053DX,Automatisch,221 kW (300 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-r-benzine-blauw-168885bc-cbc5-409a-9328-2c2297b8db61
25500,f82ec708-bbd9-4a30-90bb-ff14b1cc3cc5,b,t-roc,68000,06-2019,nl,1056ra,Automatisch,140 kW (190 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-sp-benzine-wit-f82ec708-bbd9-4a30-90bb-ff14b1cc3cc5
24940,fdc8f2ec-3625-4945-93b1-288044019802,b,t-roc,35878,01-2020,nl,9951 SJ,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-style-150pk-dsg-navi-camera-adap-cruise-s-benzine-blauw-fdc8f2ec-3625-4945-93b1-288044019802
32950,d436e704-b4ae-4fd0-970e-2d52020b2e69,b,t-roc,27657,02-2022,nl,4861 BW,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-business-r-150pk-panorama-camera-benzine-zwart-d436e704-b4ae-4fd0-970e-2d52020b2e69
29999,6a337537-2457-4656-92f0-053de1e101fd,b,t-roc,7299,11-2022,nl,1508 EG,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-life-automaat-iq-light-carplay-benzine-grijs-6a337537-2457-4656-92f0-053de1e101fd
24950,86b48451-cec4-49f6-a03a-b97783fa978d,b,t-roc,87477,02-2019,nl,3433 NP,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-150pk-sport-r-line-camera-beats-audi-benzine-zwart-86b48451-cec4-49f6-a03a-b97783fa978d
23450,83da88e1-519b-4e65-921d-c8f53d205fbc,b,t-roc,85138,07-2019,nl,7678 AJ,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-virtual-cockpit-benzine-bruin-83da88e1-519b-4e65-921d-c8f53d205fbc
22449,23de955c-7f9a-436e-92d8-b2fe6e040866,b,t-roc,113220,01-2018,nl,6604 BS,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-150pk-tsi-sport-1-eig-adaptief-cruise-navi-benzine-grijs-23de955c-7f9a-436e-92d8-b2fe6e040866
22395,5addac5b-9ce0-432a-bacb-9925faa8dd33,b,t-roc,66552,05-2019,nl,2771 GA,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-business-navi-led-trekhaak-benzine-wit-5addac5b-9ce0-432a-bacb-9925faa8dd33
27000,a48af14e-88b8-4749-8c5a-51f5d0e3d84d,b,t-roc,12300,06-2022,nl,5271es,Handgeschakeld,81 kW (110 PK),/aanbod/volkswagen-t-roc-1-0-tsi-life-benzine-grijs-a48af14e-88b8-4749-8c5a-51f5d0e3d84d
21645,8a7bd9c6-064d-48d1-8bc9-ccc4cd156fb6,b,t-roc,65505,11-2020,nl,4462 GT,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-style-airco-navigatie-lmv-parkeer-benzine-zwart-8a7bd9c6-064d-48d1-8bc9-ccc4cd156fb6
30950,da88f388-b075-4b37-ba5c-65f955d1ffa9,b,t-roc,29024,09-2020,nl,2675 BC,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-automaat-pano-camera-park-sens-benzine-wit-da88f388-b075-4b37-ba5c-65f955d1ffa9
20950,b57adfe0-abf0-498b-b281-df32f913f4a2,b,t-roc,78042,09-2020,nl,7468 AB,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-style-elekachterklep-stoelverwarming-adapt-benzine-wit-b57adfe0-abf0-498b-b281-df32f913f4a2
28950,f98f1a26-dd32-43da-ac5a-adc39a627e93,b,t-roc,26277,01-2023,nl,4203 NJ,Handgeschakeld,82 kW (111 PK),/aanbod/volkswagen-t-roc-1-0-tsi-r-line-business-half-leder-navi-camera-benzine-zwart-f98f1a26-dd32-43da-ac5a-adc39a627e93
23000,1c8cb6a8-694e-46ee-8b11-090d6a99c7fe,b,t-roc,113000,02-2018,nl,5912SJ,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-benzine-bruin-1c8cb6a8-694e-46ee-8b11-090d6a99c7fe
24990,842b0c09-7abd-4d7c-a19a-2dcb84ddbe78,b,t-roc,76951,12-2018,nl,3449 JA,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-virtual-keyless-led-blind-spot-benzine-wit-842b0c09-7abd-4d7c-a19a-2dcb84ddbe78
29840,d3686f12-be8c-4e44-819a-cb2097b4d4e5,b,t-roc,93232,01-2020,nl,6135 KD,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-150-pk-automaat-automatische-b-benzine-grijs-d3686f12-be8c-4e44-819a-cb2097b4d4e5
39940,7c75d40e-98ee-4fef-aabd-648d20fcbbe8,b,t-roc,1061,08-2023,nl,2921 LL,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5tsi-150pk-r-line-dsg--panoramadak--navigatie-benzine-zwart-7c75d40e-98ee-4fef-aabd-648d20fcbbe8
25900,4df01661-28e8-4c14-ab31-a879c52135b7,b,t-roc,85835,12-2017,nl,5595 AE,Automatisch,140 kW (190 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-sport-panorama-org-nl-benzine-grijs-4df01661-28e8-4c14-ab31-a879c52135b7
20700,8a4df60f-b939-491f-a9dc-5686ee20de62,b,t-roc,107142,11-2019,nl,4704 RK,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-sport-115pk-adaptive-cruise-climate-benzine-grijs-8a4df60f-b939-491f-a9dc-5686ee20de62
42950,1d0758af-234f-4a82-8a73-c74f3fed4447,b,t-roc,15457,01-2020,nl,2861 GV,Automatisch,221 kW (300 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-r-akrapovic-pano-dcc-beats-camera-benzine-blauw-1d0758af-234f-4a82-8a73-c74f3fed4447
20900,a2be3ac5-db5c-4b38-a006-da629311f345,b,t-roc,104658,02-2019,nl,4671 HE,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-150pk-6-bak-t-roc-style-business-leder-p-benzine-grijs-a2be3ac5-db5c-4b38-a006-da629311f345
34950,0a974fd6-62e8-4d8e-8ca1-0638432fb355,b,t-roc,1069,08-2021,nl,6534 AD,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-150pk-dsg-sport-business-r-r-line-pano-benzine-zwart-0a974fd6-62e8-4d8e-8ca1-0638432fb355
33890,f7f67931-daa3-4414-a012-bd3f5a6cdf73,b,t-roc,8867,02-2023,nl,3565 AB,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-aut-150-dsg-style-carplay-stoelverwam-benzine-grijs-f7f67931-daa3-4414-a012-bd3f5a6cdf73
21900,b7fac521-0fe7-47c6-b6d7-9b2e8fa6b3ae,b,t-roc,113137,08-2019,nl,4264 KH,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-150-pk-sport-business-r-line-virtual-p-benzine-blauw-b7fac521-0fe7-47c6-b6d7-9b2e8fa6b3ae
25950,fc91eece-91b0-4eab-abfc-603ac0dd0a86,b,t-roc,108424,01-2020,nl,2288 GV,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-r-line-virtual-camera-applecar-led-benzine-grijs-fc91eece-91b0-4eab-abfc-603ac0dd0a86
21950,ae3e2be9-f5bf-44a7-ba4b-f1077f4d8c6a,b,t-roc,69732,01-2019,nl,2251 LP,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-sport-metallic-digitale-cockpit-sportint-benzine-grijs-ae3e2be9-f5bf-44a7-ba4b-f1077f4d8c6a
25450,53b6dd0b-b3cd-4cac-a128-7c0ae3d540d2,b,t-roc,71950,08-2019,nl,5476 KW,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-150pk-sport-automaat-nav-camera-trekhaak-t-benzine-grijs-53b6dd0b-b3cd-4cac-a128-7c0ae3d540d2
24995,e2cc00ce-ef62-487b-943c-4b30deb599dd,b,t-roc,99805,01-2019,nl,8171 NT,Automatisch,140 kW (190 PK),/aanbod/volkswagen-t-roc-2-0-tsi-190pk-dsg-4motion-clima-cruise-afnb-trekha-benzine-zwart-e2cc00ce-ef62-487b-943c-4b30deb599dd
27950,6eed61a1-5edb-4851-97fe-11c36682a889,d,t-roc,97790,02-2019,nl,5121 DB,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-2-0-tdi-sport-business-r-4motion-diesel-grijs-6eed61a1-5edb-4851-97fe-11c36682a889
18950,0c7d31b5-fb00-4515-96db-aa86f5b277da,b,t-roc,62542,08-2018,nl,5141 PB,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-sport-led-navi-trekhaak-airco-pdc-benzine-zwart-0c7d31b5-fb00-4515-96db-aa86f5b277da
21949,e1fa318f-b5fd-44da-bac7-4b9334d6b83a,b,t-roc,46002,04-2019,nl,8211 AA,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-style-benzine-wit-e1fa318f-b5fd-44da-bac7-4b9334d6b83a
20990,d83416d3-12e5-45fe-a4be-b6b7b29b6d81,b,t-roc,85275,05-2021,nl,4104 AC,Handgeschakeld,82 kW (111 PK),/aanbod/volkswagen-t-roc-1-0-tsi-style-business-rijklaarpprijs-benzine-grijs-d83416d3-12e5-45fe-a4be-b6b7b29b6d81
23944,bcc4ec25-7d1b-4c59-9057-f827b97d06fa,b,t-roc,69525,04-2021,nl,3812 SW,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-climaat-control-navigatie-benzine-blauw-bcc4ec25-7d1b-4c59-9057-f827b97d06fa
28950,85c858bf-0bcc-41e0-8fd8-4668eef77d68,b,t-roc,25630,01-2023,nl,3316 GN,Handgeschakeld,81 kW (110 PK),/aanbod/volkswagen-t-roc-1-0-tsi-r-line-massage-stoel-camera-carplay-benzine-grijs-85c858bf-0bcc-41e0-8fd8-4668eef77d68
19750,1b64657c-1295-43df-a4a3-345de9adb7d8,b,t-roc,89153,01-2019,nl,9101 PW,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-115-pk-sport-navi-trekhaak-winter-pa-benzine-wit-1b64657c-1295-43df-a4a3-345de9adb7d8
25430,0e3990f9-8c55-42e2-9f2f-a3313d2f5fd8,b,t-roc,52101,04-2021,nl,2408 AW,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-style-automaat-apple-carplay-android-a-benzine-blauw-0e3990f9-8c55-42e2-9f2f-a3313d2f5fd8
20890,13fe5da1-16c9-4566-abed-e91c1ad38bed,b,t-roc,66675,02-2019,nl,3565 AB,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-style-1e-eig-org-nl-camera-carpla-benzine-zwart-13fe5da1-16c9-4566-abed-e91c1ad38bed
32950,2a3b0f60-87b7-4d06-943f-cd51a10059cb,b,t-roc,57571,05-2021,nl,2461 LZ,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-business-r-line-benzine-wit-2a3b0f60-87b7-4d06-943f-cd51a10059cb
20950,b3e5caca-53e1-4d9b-a183-f0bc6ecf6a41,b,t-roc,56367,04-2019,nl,2685 LR,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-navi-clima-carplay-benzine-wit-b3e5caca-53e1-4d9b-a183-f0bc6ecf6a41
25364,ee706dd0-5033-4f28-b8fa-f63e782912b7,b,t-roc,79537,01-2020,nl,2491 BW,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-business-r-line-virtual-cockpit-acc-benzine-grijs-ee706dd0-5033-4f28-b8fa-f63e782912b7
18900,8cd9d196-9966-43ad-9ee0-1ca755b34708,b,t-roc,86128,11-2019,nl,3063 NP,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-style-business-navigatie-elec-achterkle-benzine-blauw-8cd9d196-9966-43ad-9ee0-1ca755b34708
21900,9abce0f1-a20e-4113-bd68-9d8f45d1bc58,b,t-roc,45000,11-2020,nl,6091 NG,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-sport-full-led-navigatie-chrome-pakket-benzine-blauw-9abce0f1-a20e-4113-bd68-9d8f45d1bc58
23750,6969363a-c6d0-4f28-87cc-0574c03a01c5,b,t-roc,113801,01-2019,nl,4264 KH,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-150-pk-6-bak-sport-2x-r-line-virtual-l-benzine-grijs-6969363a-c6d0-4f28-87cc-0574c03a01c5
23950,f211f711-3437-448d-9803-a772f0d91afb,b,t-roc,56895,10-2019,nl,1314 AX,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-style-dsg-adaptive-cruise-stoelverwarm-benzine-blauw-f211f711-3437-448d-9803-a772f0d91afb
23950,e2dd6c8a-2912-4d31-873c-becee62edb68,b,t-roc,99952,05-2018,nl,5141 PB,Automatisch,140 kW (190 PK),/aanbod/volkswagen-t-roc-2-0-tsi-aut-190pk-4motion-led-digitale-scherm-navi-benzine-wit-e2dd6c8a-2912-4d31-873c-becee62edb68
25940,caa4cbe4-1fa9-423e-946a-71dccc0d5f6f,b,t-roc,57260,03-2019,nl,7556 BX,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-sport-automaat-trekhaak-navigatie-benzine-wit-caa4cbe4-1fa9-423e-946a-71dccc0d5f6f
26450,f4e4716e-d11b-47c9-bef1-160e515d62f0,b,t-roc,81165,05-2018,nl,4834 EA,Automatisch,140 kW (190 PK),/aanbod/volkswagen-t-roc-2-0-tsi-4motion-sport-pano-leer-virtual-dashboard-benzine-wit-f4e4716e-d11b-47c9-bef1-160e515d62f0
29949,f10c9d9d-6d72-4d91-aff0-a7a3849ef702,b,t-roc,41621,06-2022,nl,5047 TL,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-life-business-garantie-benzine-grijs-f10c9d9d-6d72-4d91-aff0-a7a3849ef702
42999,f8000736-8a6b-4df7-a707-7e7e2fb524cf,b,t-roc,12470,02-2023,nl,8255AA,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-r-line-bns-7-dsg-pano-keyless-4jr-gar-vol-benzine-zwart-f8000736-8a6b-4df7-a707-7e7e2fb524cf
19945,3dbdc3e4-4314-42a5-bee6-2bb7b24167f4,b,t-roc,71735,02-2019,nl,5626 DK,Handgeschakeld,85 kW (116 PK),/aanbod/volkswagen-t-roc-1-0-tsi-style-business-navi-pdc-v-a-clima-benzine-grijs-3dbdc3e4-4314-42a5-bee6-2bb7b24167f4
20940,2fa0cf8c-61da-45c0-af86-df20ab26df5c,b,t-roc,100797,09-2018,nl,8102 HR,Handgeschakeld,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-style-adapt-cruise-android-trekhaak-benzine-grijs-2fa0cf8c-61da-45c0-af86-df20ab26df5c
24950,d2481ed1-a44c-4999-9705-6bc824cf5140,b,t-roc,124937,07-2019,nl,4266 EK,Automatisch,110 kW (150 PK),/aanbod/volkswagen-t-roc-1-5-tsi-150-pk-automaat-style-business-panoramada-benzine-zwart-d2481ed1-a44c-4999-9705-6bc824cf5140
